PHP Warning:  Module "gmp" is already loaded in Unknown on line 0
  PHP Warning:  Module "gmp" is already loaded in Unknown on line 0

   INFO  Server running on [http://0.0.0.0:8888].  

  Press Ctrl+C to stop the server
  2025-02-17 10:56:23 /api/user-info ............................... ~ 0.02ms
  2025-02-17 10:56:23 /api/user-info ............................... ~ 0.10ms
  2025-02-17 10:56:23 /api/user-info ............................... ~ 0.02ms
  2025-02-17 10:56:24 /api/regulator ............................... ~ 0.13ms
  2025-02-17 10:56:24 /api/question ................................ ~ 0.50ms
  2025-02-17 10:56:24 /api/regulator ............................... ~ 0.04ms
  2025-02-17 10:56:24 /api/question ................................ ~ 0.23ms
  2025-02-17 10:56:24 /api/frameworks .............................. ~ 0.10ms
  2025-02-17 10:56:25 /api/frameworks .............................. ~ 0.03ms
  2025-02-17 10:56:25 /api/control ................................. ~ 0.02ms
  2025-02-17 10:56:25 /api/control ................................. ~ 0.09ms
  2025-02-17 10:56:26 /api/user .................................... ~ 0.09ms
  2025-02-17 10:56:26 /api/user .................................. ~ 500.40ms
  2025-02-17 10:56:47 /api/user-info ............................... ~ 0.11ms
  2025-02-17 10:56:47 /api/user-info ............................... ~ 0.02ms
  2025-02-17 10:56:47 /api/user-info ............................... ~ 0.01ms
  2025-02-17 10:56:48 /api/user-info ............................... ~ 0.09ms
  2025-02-17 10:56:48 /api/question ................................ ~ 0.07ms
  2025-02-17 10:56:48 /api/regulator ............................... ~ 0.30ms
  2025-02-17 10:56:48 /api/regulator ............................... ~ 0.01ms
  2025-02-17 10:56:48 /api/question .............................. ~ 500.53ms
  2025-02-17 10:56:49 /api/frameworks .............................. ~ 0.02ms
  2025-02-17 10:56:49 /api/frameworks .............................. ~ 0.02ms
  2025-02-17 10:56:49 /api/control ................................. ~ 0.13ms
  2025-02-17 10:56:49 /api/control ............................... ~ 500.43ms
  2025-02-17 10:56:50 /api/user .................................... ~ 0.09ms
  2025-02-17 10:56:50 /api/user .................................... ~ 0.02ms
  2025-02-17 10:57:19 /api/user-info ............................... ~ 0.11ms
  2025-02-17 10:57:19 /api/user-info ............................... ~ 0.04ms
  2025-02-17 10:57:19 /api/user-info ............................... ~ 0.08ms
  2025-02-17 10:57:19 /api/user-info ............................... ~ 0.02ms
  2025-02-17 10:57:20 /api/question ................................ ~ 0.12ms
  2025-02-17 10:57:20 /api/regulator ............................... ~ 0.39ms
  2025-02-17 10:57:21 /api/question ................................ ~ 0.10ms
  2025-02-17 10:57:21 /api/regulator ............................... ~ 0.30ms
  2025-02-17 10:57:21 /api/frameworks .............................. ~ 0.02ms
  2025-02-17 10:57:21 /api/frameworks .............................. ~ 0.09ms
  2025-02-17 10:57:21 /api/control ................................. ~ 0.01ms
  2025-02-17 10:57:21 /api/control ............................... ~ 500.43ms
  2025-02-17 10:57:22 /api/user .................................... ~ 0.08ms
  2025-02-17 10:57:22 /api/user .................................... ~ 0.02ms
  2025-02-17 10:57:28 /api/user .................................... ~ 0.10ms
  2025-02-17 10:57:29 /api/user .................................... ~ 0.19ms
  2025-02-17 10:57:34 /api/question/67b312af8e90fb838b0769b1 ....... ~ 0.11ms
  2025-02-17 10:57:34 /api/question/67b312af8e90fb838b0769b1 ....... ~ 0.09ms
  2025-02-17 10:57:34 /api/question ................................ ~ 0.02ms
  2025-02-17 10:57:34 /api/question ................................ ~ 0.03ms
  2025-02-17 10:57:38 /api/user .................................... ~ 0.10ms
  2025-02-17 10:57:38 /api/user .................................... ~ 0.04ms
  2025-02-17 10:57:43 /api/user .................................... ~ 0.12ms
  2025-02-17 10:57:44 /api/user .................................... ~ 0.08ms
  2025-02-17 10:57:47 /api/question/67b312af8e90fb838b0769b1 ....... ~ 0.09ms
  2025-02-17 10:57:47 /api/question/67b312af8e90fb838b0769b1 ....... ~ 0.02ms
  2025-02-17 10:57:47 /api/question ................................ ~ 0.09ms
  2025-02-17 10:57:48 /api/question ................................ ~ 0.02ms
  2025-02-17 10:58:02 /api/user-info ............................... ~ 0.50ms
  2025-02-17 10:58:02 /api/user-info ............................... ~ 0.03ms
  2025-02-17 10:58:02 /api/user-info ............................... ~ 0.24ms
  2025-02-17 10:58:02 /api/user-info ............................... ~ 0.03ms
  2025-02-17 10:58:39 /api/user-info ............................... ~ 0.11ms
  2025-02-17 10:58:39 /api/user-info ............................... ~ 0.10ms
  2025-02-17 10:58:39 /api/user-info ............................... ~ 0.02ms
  2025-02-17 10:58:39 /api/user-info ............................... ~ 0.03ms
  2025-02-17 10:58:41 /api/regulator ............................... ~ 0.11ms
  2025-02-17 10:58:41 /api/question ................................ ~ 0.35ms
  2025-02-17 10:58:41 /api/regulator ............................. ~ 500.46ms
  2025-02-17 10:58:41 /api/question .............................. ~ 500.73ms
  2025-02-17 10:58:41 /api/frameworks .............................. ~ 0.02ms
  2025-02-17 10:58:41 /api/frameworks .............................. ~ 0.02ms
  2025-02-17 10:58:42 /api/control ................................. ~ 0.10ms
  2025-02-17 10:58:42 /api/control ............................... ~ 500.34ms
  2025-02-17 10:58:43 /api/user .................................... ~ 0.14ms
  2025-02-17 10:58:43 /api/user .................................... ~ 0.02ms
  2025-02-17 10:58:57 /api/question ................................ ~ 0.08ms
  2025-02-17 10:58:57 /api/question ................................ ~ 0.03ms
  2025-02-17 10:59:03 /api/question/67b312af8e90fb838b0769b1 ....... ~ 0.11ms
  2025-02-17 10:59:03 /api/question/67b312af8e90fb838b0769b1 ....... ~ 0.11ms
  2025-02-17 10:59:03 /api/question ................................ ~ 0.02ms
  2025-02-17 10:59:04 /api/question ................................ ~ 0.09ms
  2025-02-17 10:59:04 /api/user-info ................................... ~ 3s
  2025-02-17 10:59:07 /api/user-info ............................... ~ 0.11ms
  2025-02-17 10:59:08 /api/user-info ............................. ~ 500.40ms
  2025-02-17 10:59:09 /api/user-info ............................... ~ 0.08ms
  2025-02-17 10:59:09 /api/regulator ................................... ~ 1s
  2025-02-17 10:59:10 /api/question ................................ ~ 0.02ms
  2025-02-17 10:59:11 /api/regulator ............................... ~ 0.09ms
  2025-02-17 10:59:11 /api/question ................................ ~ 0.04ms
  2025-02-17 10:59:12 /api/frameworks .............................. ~ 0.10ms
  2025-02-17 10:59:12 /api/frameworks .............................. ~ 0.02ms
  2025-02-17 10:59:12 /api/control ................................. ~ 0.11ms
  2025-02-17 10:59:12 /api/control ............................... ~ 500.33ms
  2025-02-17 10:59:13 /api/user .................................... ~ 0.11ms
  2025-02-17 10:59:14 /api/user .................................... ~ 0.12ms
  2025-02-17 10:59:17 /api/user .................................... ~ 0.10ms
  2025-02-17 10:59:17 /api/user .................................... ~ 0.10ms
  2025-02-17 10:59:18 /api/user-info .................................. ~ 51s
  2025-02-17 11:00:10 /api/user-info ............................... ~ 0.10ms
  2025-02-17 11:00:10 /api/user-info ............................... ~ 0.02ms
  2025-02-17 11:00:10 /api/user-info ............................... ~ 0.12ms
  2025-02-17 11:00:11 /api/question ................................ ~ 0.11ms
  2025-02-17 11:00:11 /api/regulator ............................... ~ 0.75ms
  2025-02-17 11:00:12 /api/regulator ............................... ~ 0.19ms
  2025-02-17 11:00:12 /api/question ................................ ~ 0.41ms
  2025-02-17 11:00:12 /api/frameworks .............................. ~ 0.02ms
  2025-02-17 11:00:12 /api/frameworks .............................. ~ 0.12ms
  2025-02-17 11:00:12 /api/control ................................. ~ 0.03ms
  2025-02-17 11:00:13 /api/control ............................... ~ 500.46ms
  2025-02-17 11:00:13 /api/user .................................... ~ 0.12ms
  2025-02-17 11:00:13 /api/user .................................... ~ 0.03ms
  2025-02-17 11:00:15 /api/user .................................... ~ 0.15ms
  2025-02-17 11:00:15 /api/user .................................... ~ 0.03ms
  2025-02-17 11:00:25 /api/user .................................... ~ 0.09ms
  2025-02-17 11:00:26 /api/user .................................... ~ 0.09ms
  2025-02-17 11:00:28 /api/user .................................... ~ 0.13ms
  2025-02-17 11:00:29 /api/user .................................... ~ 0.08ms
  2025-02-17 11:00:32 /api/user .................................... ~ 0.12ms
  2025-02-17 11:00:32 /api/user .................................... ~ 0.04ms
  2025-02-17 11:00:34 /api/question/67b312af8e90fb838b0769b1 ....... ~ 0.11ms
  2025-02-17 11:00:34 /api/question/67b312af8e90fb838b0769b1 ....... ~ 0.02ms
  2025-02-17 11:00:34 /api/question ................................ ~ 0.02ms
  2025-02-17 11:00:35 /api/question ................................ ~ 0.11ms
  2025-02-17 11:00:38 /api/user .................................... ~ 0.09ms
  2025-02-17 11:00:38 /api/user .................................... ~ 0.02ms
  2025-02-17 11:00:43 /api/question/67b312af8e90fb838b0769b1 ....... ~ 0.08ms
  2025-02-17 11:00:43 /api/question/67b312af8e90fb838b0769b1 ....... ~ 0.09ms
  2025-02-17 11:00:43 /api/question ................................ ~ 0.02ms
  2025-02-17 11:00:43 /api/question ................................ ~ 0.03ms
  2025-02-17 11:00:53 /api/question/67b312af8e90fb838b0769b1 ....... ~ 0.12ms
  2025-02-17 11:00:54 /api/question/67b312af8e90fb838b0769b1 ....... ~ 0.11ms
  2025-02-17 11:00:54 /api/question ................................ ~ 0.03ms
  2025-02-17 11:00:54 /api/question ................................ ~ 0.02ms
  2025-02-17 11:02:19 /api/user-info ............................... ~ 0.16ms
  2025-02-17 11:02:19 /api/user-info ............................... ~ 0.10ms
  2025-02-17 11:02:19 /api/user-info ............................... ~ 0.02ms
  2025-02-17 11:02:20 /api/user-info ............................... ~ 0.02ms
  2025-02-17 11:02:21 /api/regulator ............................... ~ 0.12ms
  2025-02-17 11:02:21 /api/question ................................ ~ 0.44ms
  2025-02-17 11:02:21 /api/regulator ............................... ~ 0.03ms
  2025-02-17 11:02:21 /api/question ................................ ~ 0.17ms
  2025-02-17 11:02:21 /api/frameworks .............................. ~ 0.02ms
  2025-02-17 11:02:21 /api/frameworks .............................. ~ 0.11ms
  2025-02-17 11:02:21 /api/control ................................. ~ 0.03ms
  2025-02-17 11:02:22 /api/control ............................... ~ 500.32ms
  2025-02-17 11:02:22 /api/user .................................... ~ 0.13ms
  2025-02-17 11:02:22 /api/user .................................... ~ 0.03ms
  2025-02-17 11:02:25 /api/question/67b312af8e90fb838b0769b1 ....... ~ 0.10ms
  2025-02-17 11:02:25 /api/question/67b312af8e90fb838b0769b1 ....... ~ 0.02ms
  2025-02-17 11:02:26 /api/question ................................ ~ 0.09ms
  2025-02-17 11:02:26 /api/question ................................ ~ 0.02ms
  2025-02-17 11:02:46 /api/question/67b312af8e90fb838b0769b1 ....... ~ 0.10ms
  2025-02-17 11:02:46 /api/question/67b312af8e90fb838b0769b1 ....... ~ 0.10ms
  2025-02-17 11:02:46 /api/question ................................ ~ 0.04ms
  2025-02-17 11:02:46 /api/question ................................ ~ 0.11ms
  2025-02-17 11:04:05 /api/question/67b312af8e90fb838b0769b1 ....... ~ 0.10ms
  2025-02-17 11:04:05 /api/question/67b312af8e90fb838b0769b1 ....... ~ 0.02ms
  2025-02-17 11:04:05 /api/question ................................ ~ 0.11ms
  2025-02-17 11:04:05 /api/question ................................ ~ 0.03ms
  2025-02-17 11:04:16 /api/question/67b312af8e90fb838b0769b1 ....... ~ 0.09ms
  2025-02-17 11:04:16 /api/question/67b312af8e90fb838b0769b1 ....... ~ 0.11ms
  2025-02-17 11:04:17 /api/question ................................ ~ 0.02ms
  2025-02-17 11:04:17 /api/question ................................ ~ 0.12ms
  2025-02-17 11:04:44 /api/user-info ............................... ~ 0.11ms
  2025-02-17 11:04:44 /api/user-info ............................... ~ 0.12ms
  2025-02-17 11:04:45 /api/user-info ............................... ~ 0.03ms
  2025-02-17 11:04:45 /api/user-info ............................... ~ 0.09ms
  2025-02-17 11:04:46 /api/question ................................ ~ 0.09ms
  2025-02-17 11:04:46 /api/regulator ............................... ~ 0.28ms
  2025-02-17 11:04:46 /api/question ................................ ~ 0.11ms
  2025-02-17 11:04:46 /api/regulator ............................... ~ 0.43ms
  2025-02-17 11:04:47 /api/frameworks .............................. ~ 0.02ms
  2025-02-17 11:04:47 /api/frameworks .............................. ~ 0.11ms
  2025-02-17 11:04:47 /api/control ................................. ~ 0.02ms
  2025-02-17 11:04:47 /api/control ............................... ~ 500.37ms
  2025-02-17 11:04:48 /api/user .................................... ~ 0.11ms
  2025-02-17 11:04:48 /api/user .................................... ~ 0.11ms
  2025-02-17 11:04:53 /api/question/67b312af8e90fb838b0769b1 ....... ~ 0.11ms
  2025-02-17 11:04:53 /api/question/67b312af8e90fb838b0769b1 ....... ~ 0.05ms
  2025-02-17 11:04:53 /api/question ................................ ~ 0.01ms
  2025-02-17 11:04:53 /api/question ................................ ~ 0.09ms
  2025-02-17 11:05:08 /api/question/67b312af8e90fb838b0769b1 ....... ~ 0.10ms
  2025-02-17 11:05:08 /api/question/67b312af8e90fb838b0769b1 ....... ~ 0.03ms
  2025-02-17 11:05:08 /api/question ................................ ~ 0.03ms
  2025-02-17 11:05:08 /api/question ................................ ~ 0.12ms
  2025-02-17 11:05:17 /api/user-info ............................... ~ 0.22ms
  2025-02-17 11:05:17 /api/user-info ............................... ~ 0.03ms
  2025-02-17 11:05:18 /api/user-info ............................... ~ 0.14ms
  2025-02-17 11:05:18 /api/user-info ............................... ~ 0.10ms
  2025-02-17 11:05:19 /api/assessment-template ..................... ~ 0.11ms
  2025-02-17 11:05:19 /api/assessment-template ..................... ~ 0.09ms
  2025-02-17 11:05:37 /api/assessment-template ..................... ~ 0.11ms
  2025-02-17 11:05:37 /api/assessment-template ..................... ~ 0.11ms
  2025-02-17 11:05:41 /api/assessment-template ..................... ~ 0.09ms
  2025-02-17 11:05:41 /api/assessment-template ................... ~ 500.45ms
  2025-02-17 11:05:41 /api/assessment-template ..................... ~ 0.03ms
  2025-02-17 11:05:41 /api/assessment-template ..................... ~ 0.29ms
  2025-02-17 11:05:42 /api/assessment-template ..................... ~ 0.02ms
  2025-02-17 11:05:42 /api/assessment-template ..................... ~ 0.17ms
  2025-02-17 11:05:43 /api/user-info ............................... ~ 0.09ms
  2025-02-17 11:05:44 /api/user-info ............................... ~ 0.02ms
  2025-02-17 11:05:44 /api/question ................................ ~ 0.12ms
  2025-02-17 11:05:44 /api/question ................................ ~ 0.38ms
  2025-02-17 11:05:44 /api/question ................................ ~ 0.12ms
  2025-02-17 11:05:44 /api/question ................................ ~ 0.40ms
  2025-02-17 11:05:49 /api/assessment-template/67b318058e90fb838b0769b2  ~ 0.17ms
  2025-02-17 11:05:49 /api/assessment-template/67b318058e90fb838b0769b2  ~ 0.04ms
  2025-02-17 11:05:49 /api/question ................................ ~ 0.14ms
  2025-02-17 11:05:50 /api/question ................................ ~ 0.04ms
  2025-02-17 11:06:07 /api/user-info ............................... ~ 0.13ms
  2025-02-17 11:06:07 /api/user-info ............................... ~ 0.11ms
  2025-02-17 11:06:08 /api/user-info ............................... ~ 0.02ms
  2025-02-17 11:06:08 /api/user-info ............................... ~ 0.09ms
  2025-02-17 11:06:09 /api/assessment-template ..................... ~ 0.12ms
  2025-02-17 11:06:09 /api/assessment .............................. ~ 0.36ms
  2025-02-17 11:06:09 /api/assessment-template ..................... ~ 0.12ms
  2025-02-17 11:06:09 /api/assessment .............................. ~ 0.33ms
  2025-02-17 11:06:10 /api/user .................................... ~ 0.02ms
  2025-02-17 11:06:10 /api/user .................................... ~ 0.09ms
  2025-02-17 11:06:10 /api/question ................................ ~ 0.02ms
  2025-02-17 11:06:10 /api/question ................................ ~ 0.04ms
  2025-02-17 11:06:11 /api/assessment .............................. ~ 0.09ms
  2025-02-17 11:06:11 /api/assessment .............................. ~ 0.02ms
  2025-02-17 11:06:21 /api/user-info ............................... ~ 0.09ms
  2025-02-17 11:06:21 /api/user-info ............................... ~ 0.11ms
  2025-02-17 11:06:22 /api/user-info ............................... ~ 0.03ms
  2025-02-17 11:06:22 /api/user-info ............................... ~ 0.03ms
  2025-02-17 11:06:23 /api/user-info ............................... ~ 0.09ms
  2025-02-17 11:06:23 /api/user-info ............................... ~ 0.10ms
  2025-02-17 11:06:23 /api/user-info ............................... ~ 0.02ms
  2025-02-17 11:06:23 /api/user-info ............................... ~ 0.08ms
  2025-02-17 11:06:26 /api/department .............................. ~ 0.12ms
  2025-02-17 11:06:26 /api/user .................................... ~ 1.10ms
  2025-02-17 11:06:26 /api/user .................................... ~ 1.39ms
  2025-02-17 11:06:26 /api/team .................................... ~ 1.65ms
  2025-02-17 11:06:26 /api/user .................................... ~ 0.04ms
  2025-02-17 11:06:26 /api/team .................................... ~ 0.27ms
  2025-02-17 11:06:26 /api/department .............................. ~ 0.54ms
  2025-02-17 11:06:26 /api/user .................................... ~ 0.72ms
  2025-02-17 11:07:13 /api/user-info ............................... ~ 0.16ms
  2025-02-17 11:07:14 /api/user-info ............................... ~ 0.03ms
  2025-02-17 11:07:14 /api/user-info ............................... ~ 0.02ms
  2025-02-17 11:07:14 /api/user-info ............................... ~ 0.09ms
  2025-02-17 11:07:15 /api/assessment .............................. ~ 0.12ms
  2025-02-17 11:07:15 /api/assessment-template ..................... ~ 0.36ms
  2025-02-17 11:07:15 /api/assessment-template ..................... ~ 0.03ms
  2025-02-17 11:07:15 /api/assessment .............................. ~ 0.28ms
  2025-02-17 11:07:16 /api/user .................................... ~ 0.04ms
  2025-02-17 11:07:16 /api/user .................................... ~ 0.13ms
  2025-02-17 11:07:16 /api/question ................................ ~ 0.02ms
  2025-02-17 11:07:16 /api/question ................................ ~ 0.10ms
  2025-02-17 11:07:19 /api/assessment .............................. ~ 0.11ms
  2025-02-17 11:07:19 /api/assessment .............................. ~ 0.03ms
  2025-02-17 11:08:14 /api/user .................................... ~ 0.12ms
  2025-02-17 11:08:14 /api/user .................................. ~ 500.43ms
  2025-02-17 11:08:14 /api/user .................................... ~ 0.03ms
  2025-02-17 11:08:14 /api/user .................................... ~ 0.11ms
  2025-02-17 11:20:08 /api/user-info ............................... ~ 0.15ms
  2025-02-17 11:20:08 /api/user-info ............................... ~ 0.03ms
  2025-02-17 11:20:08 /api/user-info ............................... ~ 0.03ms
  2025-02-17 11:20:09 /api/user-info ............................... ~ 0.10ms
  2025-02-17 11:20:10 /api/assessment-template ..................... ~ 0.14ms
  2025-02-17 11:20:10 /api/assessment .............................. ~ 0.35ms
  2025-02-17 11:20:10 /api/assessment ............................ ~ 500.43ms
  2025-02-17 11:20:10 /api/assessment-template ................... ~ 500.69ms
  2025-02-17 11:20:10 /api/user .................................... ~ 0.03ms
  2025-02-17 11:20:11 /api/user .................................... ~ 0.02ms
  2025-02-17 11:20:11 /api/question ................................ ~ 0.10ms
  2025-02-17 11:20:11 /api/question ................................ ~ 0.04ms
  2025-02-17 11:20:12 /api/user-info ............................... ~ 0.12ms
  2025-02-17 11:20:12 /api/user-info ............................... ~ 0.08ms
  2025-02-17 11:20:13 /api/user-info ............................... ~ 0.02ms
  2025-02-17 11:20:13 /api/user-info ............................... ~ 0.13ms
  2025-02-17 11:20:14 /api/regulator ............................... ~ 0.10ms
  2025-02-17 11:20:14 /api/question .............................. ~ 500.73ms
  2025-02-17 11:20:14 /api/question ................................ ~ 0.06ms
  2025-02-17 11:20:14 /api/regulator ............................... ~ 0.27ms
  2025-02-17 11:20:14 /api/frameworks .............................. ~ 0.02ms
  2025-02-17 11:20:14 /api/frameworks .............................. ~ 0.14ms
  2025-02-17 11:20:14 /api/control ................................. ~ 0.04ms
  2025-02-17 11:20:15 /api/control ............................... ~ 500.38ms
  2025-02-17 11:20:15 /api/user .................................... ~ 0.11ms
  2025-02-17 11:20:16 /api/user .................................... ~ 0.03ms
  2025-02-17 11:39:58 / ............................................ ~ 0.12ms
  2025-02-17 13:42:51 /api/question ................................ ~ 0.56ms
  2025-02-17 13:42:51 /api/question ................................ ~ 1.27ms
  2025-02-17 13:43:02 /api/question ................................ ~ 0.11ms
  2025-02-17 13:43:02 /api/question ................................ ~ 0.25ms
  2025-02-17 13:43:11 /api/user .................................... ~ 0.10ms
  2025-02-17 13:43:11 /api/user .................................. ~ 500.38ms
  2025-02-17 13:43:17 /api/question ................................ ~ 0.11ms
  2025-02-17 13:43:17 /api/question ................................ ~ 0.02ms
  2025-02-17 13:43:35 /api/question ................................ ~ 0.08ms
  2025-02-17 13:43:35 /api/question ................................ ~ 0.02ms
  2025-02-17 15:17:12 / ............................................ ~ 0.82ms
PHP Warning:  Module "gmp" is already loaded in Unknown on line 0
  PHP Warning:  Module "gmp" is already loaded in Unknown on line 0

   INFO  Server running on [http://0.0.0.0:8888].  

  Press Ctrl+C to stop the server

  2025-02-19 10:50:37 /api/permission ............................ ~ 500.45ms
  2025-02-19 10:50:58 /api/permission .............................. ~ 0.09ms
  2025-02-19 10:52:16 /api/permission ............................ ~ 500.41ms
  2025-02-19 10:52:48 /api/permission .............................. ~ 0.09ms
  2025-02-19 11:04:25 /api/permission ............................ ~ 500.40ms
  2025-02-19 11:04:53 /api/permission .............................. ~ 0.13ms
  2025-02-19 11:05:40 /api/permission .............................. ~ 0.13ms
  2025-02-19 11:06:49 /api/permission .............................. ~ 0.14ms
  2025-02-19 11:07:23 /api/permission .............................. ~ 0.10ms
  2025-02-19 11:09:05 /api/permission .............................. ~ 0.12ms
  2025-02-19 11:10:42 /api/permission .............................. ~ 0.12ms
  2025-02-19 11:11:05 /api/permission .............................. ~ 0.14ms
  2025-02-19 11:11:44 /api/permission ............................ ~ 500.43ms
  2025-02-19 11:12:14 /api/permission .............................. ~ 0.12ms
  2025-02-19 11:12:18 /api/permission .............................. ~ 0.11ms
  2025-02-19 12:08:16 /api/permission .............................. ~ 0.25ms
  2025-02-19 12:08:17 /api/user-info ............................... ~ 0.12ms
  2025-02-19 12:08:17 /api/user-info ............................... ~ 0.61ms
  2025-02-19 12:08:19 /api/user-info ............................... ~ 0.16ms
  2025-02-19 12:08:19 /api/user-info ............................... ~ 0.36ms
  2025-02-19 12:08:19 /api/user-info ............................. ~ 501.06ms
  2025-02-19 12:08:20 /api/user-info ............................... ~ 0.11ms
  2025-02-19 12:08:21 /api/user-info ............................... ~ 0.21ms
  2025-02-19 12:08:21 /api/user ........................................ ~ 1s
  2025-02-19 12:08:22 /api/regulator ............................... ~ 0.11ms
  2025-02-19 12:08:23 /api/user .................................... ~ 0.14ms
  2025-02-19 12:08:23 /api/regulator ............................... ~ 0.14ms
  2025-02-19 12:08:24 /api/frameworks .............................. ~ 0.05ms
  2025-02-19 12:08:25 /api/frameworks .............................. ~ 0.08ms
  2025-02-19 12:08:25 /api/domain ................................ ~ 500.76ms
  2025-02-19 12:08:27 /api/domain .................................. ~ 0.29ms
  2025-02-19 12:08:27 /api/regulator ................................... ~ 1s
  2025-02-19 12:08:29 /api/regulator ............................... ~ 0.15ms
  2025-02-19 12:08:29 /api/user-info .................................. ~ 27s
  2025-02-19 12:08:58 /api/user-info ............................... ~ 0.12ms
  2025-02-19 12:08:58 /api/user-info ............................... ~ 0.12ms
  2025-02-19 12:08:59 /api/user-info ............................. ~ 500.44ms
  2025-02-19 12:08:59 /api/user-info ............................... ~ 0.14ms
  2025-02-19 12:09:00 /api/regulator ............................... ~ 0.12ms
  2025-02-19 12:09:00 /api/user .................................... ~ 0.39ms
  2025-02-19 12:09:01 /api/user .................................... ~ 0.04ms
  2025-02-19 12:09:01 /api/regulator ............................... ~ 0.11ms
  2025-02-19 12:09:02 /api/frameworks .............................. ~ 0.11ms
  2025-02-19 12:09:03 /api/frameworks .............................. ~ 1.22ms
  2025-02-19 12:09:03 /api/domain .................................. ~ 1.53ms
  2025-02-19 12:09:03 /api/domain ................................ ~ 504.27ms
  2025-02-19 12:09:04 /api/regulator ............................... ~ 0.12ms
  2025-02-19 12:09:04 /api/regulator ............................... ~ 0.03ms
  2025-02-19 12:12:13 /api/user-info ............................... ~ 0.15ms
  2025-02-19 12:12:13 /api/user-info ............................... ~ 0.03ms
  2025-02-19 12:12:14 /api/user-info ............................... ~ 0.14ms
  2025-02-19 12:12:14 /api/user-info ............................... ~ 0.39ms
  2025-02-19 12:12:15 /api/user .................................... ~ 0.13ms
  2025-02-19 12:12:15 /api/regulator ............................... ~ 0.17ms
  2025-02-19 12:12:16 /api/user .................................... ~ 0.17ms
  2025-02-19 12:12:16 /api/regulator ............................... ~ 0.58ms
  2025-02-19 12:12:16 /api/frameworks ............................ ~ 501.25ms
  2025-02-19 12:12:17 /api/frameworks .............................. ~ 0.09ms
  2025-02-19 12:12:17 /api/domain ................................ ~ 500.70ms
  2025-02-19 12:12:18 /api/domain .................................. ~ 0.14ms
  2025-02-19 12:12:19 /api/regulator ................................... ~ 1s
  2025-02-19 12:12:20 /api/regulator ............................... ~ 0.14ms
  2025-02-19 12:12:20 .................................................. ~ 4s
  2025-02-19 12:12:37 /api/user-info ............................... ~ 0.12ms
  2025-02-19 12:12:37 /api/user-info ............................... ~ 0.43ms
  2025-02-19 12:12:38 /api/user-info ............................... ~ 0.11ms
  2025-02-19 12:12:39 /api/user-info ............................... ~ 0.11ms
  2025-02-19 12:12:40 /api/user .................................... ~ 0.09ms
  2025-02-19 12:12:40 /api/regulator ............................... ~ 0.35ms
  2025-02-19 12:12:40 /api/regulator ............................. ~ 501.05ms
  2025-02-19 12:12:41 /api/user .................................... ~ 0.03ms
  2025-02-19 12:12:41 /api/frameworks .............................. ~ 0.16ms
  2025-02-19 12:12:42 /api/frameworks .............................. ~ 0.10ms
  2025-02-19 12:12:43 /api/domain .................................. ~ 0.11ms
  2025-02-19 12:12:43 /api/domain ................................ ~ 501.60ms
  2025-02-19 12:12:44 /api/regulator ............................... ~ 0.10ms
  2025-02-19 12:12:44 /api/regulator ............................. ~ 500.74ms
  2025-02-19 12:20:55 /api/user-info ............................... ~ 0.12ms
  2025-02-19 12:20:56 /api/user-info ............................... ~ 0.11ms
  2025-02-19 12:20:56 /api/user-info ............................... ~ 0.38ms
  2025-02-19 12:20:56 /api/user-info ............................... ~ 0.12ms
  2025-02-19 12:20:57 /api/user .................................... ~ 0.13ms
  2025-02-19 12:20:57 /api/regulator ............................... ~ 0.40ms
  2025-02-19 12:20:57 /api/regulator ............................. ~ 500.98ms
  2025-02-19 12:20:58 /api/user .................................... ~ 0.04ms
  2025-02-19 12:20:59 /api/frameworks .............................. ~ 0.11ms
  2025-02-19 12:20:59 /api/frameworks ............................ ~ 500.82ms
  2025-02-19 12:21:00 /api/domain .................................. ~ 0.17ms
  2025-02-19 12:21:00 /api/domain ................................ ~ 501.06ms
  2025-02-19 12:21:01 /api/regulator ............................... ~ 0.13ms
  2025-02-19 12:21:01 /api/regulator ............................... ~ 0.48ms
  2025-02-19 12:22:16 /api/user-info ............................... ~ 0.11ms
  2025-02-19 12:22:16 /api/user-info ............................... ~ 0.10ms
  2025-02-19 12:22:17 /api/user-info ............................... ~ 0.04ms
  2025-02-19 12:22:18 /api/user-info ............................... ~ 0.16ms
  2025-02-19 12:22:18 /api/user .................................. ~ 500.84ms
  2025-02-19 12:22:19 /api/regulator ............................... ~ 0.11ms
  2025-02-19 12:22:19 /api/user .................................... ~ 0.02ms
  2025-02-19 12:22:19 /api/regulator ............................... ~ 0.03ms
  2025-02-19 12:22:19 /api/frameworks .............................. ~ 0.10ms
  2025-02-19 12:22:20 /api/frameworks .............................. ~ 0.11ms
  2025-02-19 12:22:20 /api/domain .................................. ~ 0.13ms
  2025-02-19 12:22:21 /api/domain .................................. ~ 0.11ms
  2025-02-19 12:22:21 /api/regulator ............................... ~ 0.44ms
  2025-02-19 12:22:22 /api/regulator ............................... ~ 0.10ms
  2025-02-19 12:22:23 /api/user ........................................ ~ 2s
  2025-02-19 12:22:25 /api/regulator ............................... ~ 0.14ms
  2025-02-19 12:22:26 /api/user .................................... ~ 0.10ms
  2025-02-19 12:22:26 /api/regulator ............................... ~ 0.02ms
  2025-02-19 12:22:26 /api/frameworks .............................. ~ 0.13ms
  2025-02-19 12:22:27 /api/user-info ............................. ~ 500.56ms
